Date,Russell 1000 Value,Russell 1000 Growth,Russell 2000 Value,Russell 2000 Growth,MSCI World Ex USA Value NR USD,MSCI World Ex USA Growth NR USD,MSCI World Ex USA Small Value NR USD,MSCI World Ex USA Small Growth NR USD,MSCI EM Value NR USD,MSCI EM Growth NR USD,MSCI EM Small Value NR USD,MSCI EM Small Growth NR USD,Bloomberg Barclays US Aggregate,Bloomberg Barclays Global Aggregate x USD,Bloomberg Barclays Global Inflation-Linked USD,Bloomberg Barclays US Municipal Bond,Bloomberg Barclays Global High Yield USD
2007-06-29,0.01988003640858898,0.017855932196353227,0.02240409820364129,0.026023384839578532,0.02355308898258535,0.021415997490067052,0.02015969646556725,0.023032056101641562,0.02855363639239876,0.027117073945534944,0.026199707455558004,0.025399591878778664,0.0007196181711106048,0.0051425577198972,0.003302785965611096,3.785726107054176e-05,0.008827448000196835
2008-06-30,0.009050234819600548,0.008846272871651935,0.010847879375601752,0.01332967529348749,0.013386262817907826,0.013469561236959216,0.013083063878618828,0.01491740956737498,0.01990724202477463,0.019791304545977006,0.019255298483363763,0.018867854385464716,0.0012635499219857222,0.005761940076241917,0.004158082044922213,0.0011599769909885484,0.005003969443070363
2009-06-30,0.03165994629645305,0.029653581878270517,0.0344155911543014,0.03719389534115425,0.04211736292685297,0.03978121423042151,0.04395567050788786,0.044260405464946855,0.053475139430001845,0.05279991183468113,0.057952293456775925,0.05907169926296533,0.005728982592265488,0.016513852280987354,0.016608681008639704,0.0028438174018500786,0.023319559418328473
2010-06-30,0.036387031127600784,0.03373017762186526,0.03858771744558963,0.03954819238298548,0.047115630618533806,0.043758541597338725,0.04880963697832818,0.048654464932986634,0.057251594217692346,0.05726869785476055,0.06244264429247036,0.06343623255661816,0.006230313411049677,0.016754111632116285,0.017592897547313392,0.003774359766884923,0.02614375997507783
2011-06-30,0.0437395812941294,0.04183354812220025,0.04646547597205592,0.04733479999876985,0.05655114914319011,0.0516203372535369,0.05779991672444503,0.05719180059483092,0.06290116316890963,0.06344746644786065,0.06904743339688116,0.06971549803004316,0.005777383909194644,0.020556908794390757,0.020717066471334696,0.0039044087007756613,0.030345017936370323
2012-06-29,0.04903768583268801,0.04735707992763904,0.054068023020576,0.055699352696972224,0.06300576451251264,0.059201449357279744,0.06556356635716945,0.06448965263428648,0.07298750179512502,0.0732480015991009,0.07828602783505761,0.07818366104952176,0.0052201154243793286,0.021970922702706605,0.02221572925529713,0.0033487227167261213,0.03458244369107152
2013-06-28,0.05117438781181054,0.04825319526163803,0.05663628074766927,0.056944654416521856,0.06533987760723056,0.06038142839045012,0.06776912488983282,0.06523620921690307,0.07256163589257228,0.07224809161591264,0.07869322035661225,0.07815334732766169,0.0053805117036921065,0.022695331998979922,0.023393150861350315,0.0034942665734080686,0.03576290875667037
2014-06-30,0.025337079760914538,0.025207809380938112,0.029388560580761176,0.029164922437189055,0.03434221399408496,0.031782029676978754,0.033914461891394694,0.032454402898194526,0.03454137919963447,0.03510162843655513,0.035191612038139405,0.0336003358413412,0.000949246514621427,0.012271233246258267,0.009870054194752837,0.001336951948309386,0.01494254249277239
2015-06-30,0.020548101520670266,0.021103115470766175,0.024668691960817016,0.025684719012165236,0.028565669594114745,0.026738881027193982,0.028845102299081663,0.02754260483812223,0.029956076693850156,0.02951389220458901,0.02859740122437142,0.02727557128486145,0.0006964292111892627,0.010834508113773489,0.00879814907606131,0.0003335959214901127,0.01284630446643757
2016-06-30,0.01861901816886475,0.018725327854186458,0.021345545308296732,0.022648014132706364,0.024978460851205777,0.023401223366252336,0.024631582026399004,0.02305653632140989,0.02962997807854263,0.02778768878009162,0.027409732728420146,0.02578164985680802,0.001007997613578195,0.007976380542488243,0.006959905477763239,0.0003164876269267282,0.012011387410505385
2017-06-30,0.010770907977516593,0.011756956554671636,0.01086758977414157,0.012484486941018757,0.015786400298891813,0.014541388553312053,0.014872879911314708,0.014201311171615747,0.017628092798021865,0.01612598395801283,0.015523270025828937,0.014468309983789545,0.0016546712980302376,0.006458835610039818,0.0058438939849185245,0.0013728557507319383,0.007238175873245304
2018-06-29,0.011468331149060963,0.012972667690440384,0.010896059005827458,0.01285386401734815,0.0156471565458943,0.014805854843679016,0.015032920728417483,0.014819721007090031,0.019020640242905288,0.017825060593821152,0.01659510407801817,0.015247571877942139,0.001461803314037498,0.006747173930004823,0.005602397994524685,0.0010825138068810856,0.007030441977122124
2019-06-28,0.01397968032989989,0.01628275053053327,0.01472531153671547,0.01776892723435781,0.01592556495811739,0.016154158615888366,0.016141485688751844,0.01707545303260003,0.019951604648656984,0.020221345212403426,0.017467849181595337,0.016435612922961817,0.0012668793804373939,0.005973495096365843,0.004648271451607573,0.0005399927037755735,0.007078616145553347
2020-06-30,0.024469713801427373,0.02445447880471025,0.02719536030716233,0.028970925134211154,0.02434631793448465,0.02242500921482227,0.026654280396860196,0.026442522821937594,0.02718949245870557,0.027103971012539505,0.02973556778433749,0.028431226458246327,0.002571807557138912,0.007840123145878949,0.006680116928024246,0.0018770691728347262,0.01312840136549869
2021-06-30,0.027637781512356976,0.02820062827680958,0.032498609317977475,0.03288146114001918,0.02803644077520528,0.024682640128126137,0.030779745982318803,0.0296370255425969,0.0273179761337442,0.02665176148390115,0.032409833876519446,0.0326318946305004,0.0028078283901850276,0.008753238439787099,0.007529324311518368,0.002584768342816114,0.014219299230910112
2022-06-30,0.032083524614549205,0.03575633097996867,0.03809840438397686,0.040775511228149555,0.030525100262605853,0.029782044866373668,0.03385927929363091,0.03497432668675881,0.029833948184357882,0.029636886322925472,0.03425359914465128,0.03603998348385859,0.004423939204779306,0.01047343572592089,0.010030471813235046,0.003720211821256255,0.01651352887101185
2023-06-30,0.04623398575670173,0.05157721499826642,0.05448046213822263,0.054994220815110545,0.0445676967006226,0.046335364602607565,0.049482322334959146,0.05208345041086255,0.04135908938104718,0.04336573361173643,0.045480140921972084,0.04875255405674806,0.00986332170588592,0.018113102402832308,0.020157246120505293,0.009344152336229535,0.025359686465968964
2024-06-28,0.048730534612883174,0.05439855141988693,0.05905231200439726,0.059569150408958924,0.04688882053804255,0.05033346632083489,0.05225910010977335,0.05608762377246859,0.04315981409855091,0.04463020247859321,0.0470974329383271,0.05083058046523691,0.01344364677556607,0.02251801662422454,0.024712013857019478,0.0130054735941643,0.027957989603802795
