Date,Formation Date,Portfolio Return,Benchmark Return,Active Return,Portfolio Growth,Benchmark Growth
2007-07-31,2007-06-29,-0.001827414152823024,-0.0018945718879140496,6.715773509102557e-05,0.9981725858471769,0.9981054281120859
2007-08-31,2007-06-29,0.0024746598799510085,0.0025115888504126755,-3.6928970461667064e-05,1.00064272349864,1.0006122585768684
2007-09-28,2007-06-29,0.03840639500479208,0.03859694065362845,-0.00019054564883637382,1.0390738031959996,1.0392328305384528
2007-10-31,2007-06-29,0.029042072102199487,0.029124657961543846,-8.258585934435916e-05,1.0692506595079245,1.0695001312702923
2007-11-30,2007-06-29,-0.019670361199903577,-0.019471230904998492,-0.00019913029490508521,1.0482181128221686,1.0486756472614023
2007-12-31,2007-06-29,-0.007383670241230519,-0.007349944475282343,-3.3725765948176487e-05,1.0404784159362046,1.0409679394814502
2008-01-31,2007-06-29,-0.034068895132536976,-0.03371516337703982,-0.0003537317554971539,1.0050304658960059,1.0058715353315726
2008-02-29,2007-06-29,0.007429708035089846,0.007960255488915283,-0.0005305474538254366,1.0124975488239836,1.0138785297418393
2008-03-31,2007-06-29,0.0012904110751288673,0.0016242577299257139,-0.0003338466547968466,1.0138040868745268,1.0155253297809783
2008-04-30,2007-06-29,0.02050073131352199,0.019817176480729573,0.0006835548327924178,1.034587812064092,1.035650174461899
2008-05-30,2007-06-29,0.005688438488059084,0.004919536289045668,0.0007689021990134161,1.0404730011935142,1.040745093077921
2008-06-30,2007-06-29,-0.044339553050280166,-0.04351368425670452,-0.0008258687935756431,0.9943388933597102,0.9954584397060138
2008-07-31,2008-06-30,-0.012091259043827204,-0.011967073759846214,-0.00012418528398099038,0.9823160842227454,0.9835457151331906
2008-08-29,2008-06-30,-0.017192481556712765,-0.017375169231827574,0.00018268767511480863,0.9654276330618836,0.9664564418855125
2008-09-30,2008-06-30,-0.07697807350481192,-0.07673842778904039,-0.00023964571577153593,0.8911108737604694,0.8922920940086282
2008-10-31,2008-06-30,-0.11912795428652069,-0.1175213278607249,-0.0016066264257957874,0.7849546583269107,0.7874287422811075
2008-11-28,2008-06-30,-0.01658347504079102,-0.01550375922835084,-0.0010797158124401796,0.7719373823423937,0.7752206366512981
2008-12-31,2008-06-30,0.05259116738164391,0.052994887965362336,-0.00040372058371842406,0.8125344704253106,0.8163033674390705
2009-01-30,2008-06-30,-0.050414369780980725,-0.05055323268260001,0.00013886290161928272,0.7715710571734956,0.7750365933653333
